,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_0,job_1,marital_0,marital_1,education_0,education_1,default_0,default_1,housing_0,housing_1,loan_0,loan_1,contact_0,contact_1,month_0,month_1,day_of_week_0,day_of_week_1,poutcome_0,poutcome_1
10,49.0,1,4,1,-2.9,92.963,-40.8,1.262,5076.2,0.1187683284457478,0.010263929618768328,0.13902053712480253,0.017377567140600316,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13722627737226278,0.016058394160583942,0.10772163965681601,0.015252621544327931,0.15544041450777202,0.05181347150259067
11,24.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.1187683284457478,0.010263929618768328,0.12432432432432433,0.00945945945945946,0.15226939970717424,0.016105417276720352,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1273209549071618,0.03183023872679045,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
12,32.0,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0.1187683284457478,0.010263929618768328,0.13902053712480253,0.017377567140600316,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
13,47.0,1,9,2,-1.8,92.89299999999999,-46.2,1.244,5099.1,0.14871794871794872,0.028205128205128206,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.13606710158434296,0.012115563839701771,0.14097744360902256,0.020676691729323307
14,30.0,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.16216216216216217,0.037162162162162164,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.13658536585365855,0.010731707317073172,0.1267205593183308,0.005462093074065982
15,37.0,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0.18181818181818182,0.06493506493506493,0.12889028607356176,0.006601697579377554,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13722627737226278,0.016058394160583942,0.13658536585365855,0.010731707317073172,0.1267205593183308,0.005462093074065982
16,42.0,1,999,0,-3.4,92.431,-26.9,0.743,5017.5,0.14871794871794872,0.028205128205128206,0.12432432432432433,0.00945945945945946,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1926605504587156,0.09174311926605505,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
17,55.0,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.15226939970717424,0.016105417276720352,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1371069182389937,0.01509433962264151,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
18,39.0,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0.14871794871794872,0.028205128205128206,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13011152416356878,0.022304832713754646,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
19,45.0,5,999,0,1.1,93.994,-36.4,4.855,5191.0,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
20,61.0,4,999,0,-1.1,94.601,-49.5,0.977,4963.6,0.1187683284457478,0.010263929618768328,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1926605504587156,0.09174311926605505,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
21,28.0,3,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0.25862068965517243,0.1724137931034483,0.12432432432432433,0.00945945945945946,0.14196762141967623,0.0136986301369863,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
22,54.0,1,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0.14871794871794872,0.028205128205128206,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.10772163965681601,0.015252621544327931,0.14097744360902256,0.020676691729323307
23,36.0,1,999,0,-2.9,92.20100000000001,-31.4,0.879,5076.2,0.1187683284457478,0.010263929618768328,0.12432432432432433,0.00945945945945946,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1371069182389937,0.01509433962264151,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
24,27.0,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0.14871794871794872,0.028205128205128206,0.12432432432432433,0.00945945945945946,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.12875536480686695,0.016094420600858368,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
25,88.0,3,999,0,-1.8,92.84299999999999,-50.0,1.663,5099.1,0.13524590163934427,0.045081967213114756,0.13902053712480253,0.017377567140600316,0.1512455516014235,0.023131672597864767,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.2159090909090909,0.11363636363636363,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
26,46.0,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.14871794871794872,0.028205128205128206,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13011152416356878,0.022304832713754646,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
27,32.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.1512455516014235,0.023131672597864767,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.13658536585365855,0.010731707317073172,0.1267205593183308,0.005462093074065982
28,41.0,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0.16483516483516483,0.054945054945054944,0.12889028607356176,0.006601697579377554,0.14196762141967623,0.0136986301369863,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.12875536480686695,0.016094420600858368,0.13658536585365855,0.010731707317073172,0.1267205593183308,0.005462093074065982
29,35.0,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0.13068181818181818,0.0125,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.13764044943820225,0.011235955056179775,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
30,35.0,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0.13068181818181818,0.0125,0.12432432432432433,0.00945945945945946,0.15226939970717424,0.016105417276720352,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.12875536480686695,0.016094420600858368,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
31,27.0,1,9,2,-1.8,93.369,-34.8,0.6459999999999999,5008.7,0.11962616822429907,0.022429906542056073,0.12432432432432433,0.00945945945945946,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.2159090909090909,0.11363636363636363,0.10772163965681601,0.015252621544327931,0.14097744360902256,0.020676691729323307
32,48.0,1,4,1,-0.1,93.2,-42.0,4.191,5195.8,0.14871794871794872,0.028205128205128206,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13011152416356878,0.022304832713754646,0.13606710158434296,0.012115563839701771,0.15544041450777202,0.05181347150259067
33,53.0,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0.13068181818181818,0.0125,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
34,48.0,4,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0.11962616822429907,0.022429906542056073,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
35,53.0,2,999,0,-1.7,94.027,-38.3,0.898,4991.6,0.11962616822429907,0.022429906542056073,0.12889028607356176,0.006601697579377554,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1371069182389937,0.01509433962264151,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
36,36.0,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0.11962616822429907,0.022429906542056073,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.13606710158434296,0.012115563839701771,0.14097744360902256,0.020676691729323307
37,37.0,2,999,0,-1.8,93.749,-34.6,0.6459999999999999,5008.7,0.1187683284457478,0.010263929618768328,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.1273209549071618,0.03183023872679045,0.10772163965681601,0.015252621544327931,0.1267205593183308,0.005462093074065982
38,48.0,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0.18269230769230768,0.052884615384615384,0.12889028607356176,0.006601697579377554,0.16182572614107885,0.04149377593360996,0.13764044943820225,0.011235955056179775,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.13658536585365855,0.010731707317073172,0.1267205593183308,0.005462093074065982
39,35.0,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.1187683284457478,0.010263929618768328,0.12432432432432433,0.00945945945945946,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1273209549071618,0.03183023872679045,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
40,41.0,2,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0.1537147736976943,0.013663535439795047,0.12432432432432433,0.00945945945945946,0.16216216216216217,0.037162162162162164,0.13764044943820225,0.011235955056179775,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.13658536585365855,0.010731707317073172,0.14097744360902256,0.020676691729323307
41,41.0,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.18269230769230768,0.052884615384615384,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13011152416356878,0.022304832713754646,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
42,50.0,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0.18269230769230768,0.052884615384615384,0.12889028607356176,0.006601697579377554,0.1512455516014235,0.023131672597864767,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13722627737226278,0.016058394160583942,0.13658536585365855,0.010731707317073172,0.1267205593183308,0.005462093074065982
43,29.0,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0.1187683284457478,0.010263929618768328,0.12432432432432433,0.00945945945945946,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.13011152416356878,0.022304832713754646,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
44,45.0,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0.1187683284457478,0.010263929618768328,0.12432432432432433,0.00945945945945946,0.11137820512820513,0.01201923076923077,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
45,43.0,7,999,0,1.4,93.444,-36.1,4.965,5228.1,0.13068181818181818,0.0125,0.12889028607356176,0.006601697579377554,0.15226939970717424,0.016105417276720352,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1371069182389937,0.01509433962264151,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
46,30.0,1,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0.1187683284457478,0.010263929618768328,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13011152416356878,0.022304832713754646,0.10772163965681601,0.015252621544327931,0.14097744360902256,0.020676691729323307
47,36.0,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.12875536480686695,0.016094420600858368,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
48,57.0,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0.18269230769230768,0.052884615384615384,0.13902053712480253,0.017377567140600316,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
49,28.0,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,0.16483516483516483,0.054945054945054944,0.12432432432432433,0.00945945945945946,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13722627737226278,0.016058394160583942,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
50,44.0,3,999,0,1.4,94.465,-41.8,4.962,5228.1,0.13068181818181818,0.0125,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.13558441558441559,0.008311688311688312,0.13722627737226278,0.016058394160583942,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
51,38.0,2,999,1,-1.8,93.075,-47.1,1.466,5099.1,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.1273209549071618,0.03183023872679045,0.13606710158434296,0.012115563839701771,0.14097744360902256,0.020676691729323307
52,36.0,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0.1187683284457478,0.010263929618768328,0.12889028607356176,0.006601697579377554,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.13658536585365855,0.010731707317073172,0.1267205593183308,0.005462093074065982
53,38.0,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0.16483516483516483,0.054945054945054944,0.13902053712480253,0.017377567140600316,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.12875536480686695,0.016094420600858368,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
54,32.0,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0.14871794871794872,0.028205128205128206,0.13902053712480253,0.017377567140600316,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.10772163965681601,0.015252621544327931,0.1267205593183308,0.005462093074065982
55,34.0,2,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0.14871794871794872,0.028205128205128206,0.12432432432432433,0.00945945945945946,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.13658536585365855,0.010731707317073172,0.14097744360902256,0.020676691729323307
56,52.0,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,0.1187683284457478,0.010263929618768328,0.12432432432432433,0.00945945945945946,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.13722627737226278,0.016058394160583942,0.13606710158434296,0.012115563839701771,0.1267205593183308,0.005462093074065982
57,37.0,1,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0.1187683284457478,0.010263929618768328,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13717805151175813,0.007838745800671893,0.13016710642040458,0.010554089709762533,0.14097744360902256,0.020676691729323307
58,63.0,1,999,1,-2.9,92.469,-33.6,1.072,5076.2,0.13524590163934427,0.045081967213114756,0.13902053712480253,0.017377567140600316,0.1261319534282018,0.009702457956015523,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.12875536480686695,0.016094420600858368,0.13016710642040458,0.010554089709762533,0.14097744360902256,0.020676691729323307
59,39.0,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,0.1187683284457478,0.010263929618768328,0.13902053712480253,0.017377567140600316,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.11497005988023952,0.013173652694610778,0.12332439678284182,0.005957700327673518,0.1273209549071618,0.03183023872679045,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
60,53.0,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.14196762141967623,0.0136986301369863,0.12529663028001897,0.005695301376364499,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.12875536480686695,0.016094420600858368,0.10772163965681601,0.015252621544327931,0.1267205593183308,0.005462093074065982
61,36.0,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0.1187683284457478,0.010263929618768328,0.12889028607356176,0.006601697579377554,0.11137820512820513,0.01201923076923077,0.12529663028001897,0.005695301376364499,0.13181242078580482,0.006759611322348965,0.12986111111111112,0.005787037037037037,0.12332439678284182,0.005957700327673518,0.13011152416356878,0.022304832713754646,0.13016710642040458,0.010554089709762533,0.1267205593183308,0.005462093074065982
62,43.0,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0.1537147736976943,0.013663535439795047,0.12889028607356176,0.006601697579377554,0.1512455516014235,0.023131672597864767,0.13764044943820225,0.011235955056179775,0.12374461979913917,0.007173601147776184,0.12986111111111112,0.005787037037037037,0.13558441558441559,0.008311688311688312,0.13717805151175813,0.007838745800671893,0.14933837429111532,0.013232514177693762,0.1267205593183308,0.005462093074065982
